user_id,total_orders,recency_days,m_proxy_value,as_of_date,R_score,F_score,M_score,RFM_Cell,rfm_segment
164143,4,0,16,2023-12-31,5,1,1,511,New / Promising
164144,54,53,562,2023-12-31,1,5,5,155,High-Value At-Risk
164145,32,42,379,2023-12-31,2,5,5,255,High-Value At-Risk
164146,7,37,73,2023-12-31,2,2,3,223,Average Purchaser
164147,25,16,206,2023-12-31,4,5,4,454,Champion / Loyal
164148,4,58,41,2023-12-31,1,1,2,112,Low-Value / Lost
164149,17,19,166,2023-12-31,4,4,4,444,Champion / Loyal
164150,8,50,30,2023-12-31,1,3,1,131,Average Purchaser
164151,19,55,105,2023-12-31,1,4,3,143,High-Value At-Risk
164152,7,5,107,2023-12-31,5,2,3,523,New / Promising
164153,5,56,27,2023-12-31,1,1,1,111,Low-Value / Lost
164154,5,3,6,2023-12-31,5,1,1,511,New / Promising
164155,6,17,37,2023-12-31,4,2,2,422,New / Promising
164156,4,45,52,2023-12-31,2,1,2,212,Low-Value / Lost
164157,7,13,48,2023-12-31,4,2,2,422,New / Promising
164158,7,25,78,2023-12-31,3,2,3,323,Need Attention
164159,5,47,7,2023-12-31,2,1,1,211,Low-Value / Lost
164160,7,31,11,2023-12-31,3,2,1,321,Average Purchaser
164161,8,21,14,2023-12-31,4,3,1,431,Average Purchaser
164162,4,36,15,2023-12-31,3,1,1,311,Average Purchaser
164163,18,34,134,2023-12-31,3,4,4,344,Need Attention
164164,27,28,249,2023-12-31,3,5,5,355,Need Attention
164165,7,26,125,2023-12-31,3,2,4,324,Need Attention
164166,26,36,218,2023-12-31,3,5,4,354,Need Attention
164167,5,3,24,2023-12-31,5,1,1,511,New / Promising
164168,36,56,397,2023-12-31,1,5,5,155,High-Value At-Risk
164169,11,53,53,2023-12-31,1,3,2,132,Average Purchaser
164170,5,17,25,2023-12-31,4,1,1,411,New / Promising
164171,13,33,85,2023-12-31,3,4,3,343,Need Attention
164172,44,44,385,2023-12-31,2,5,5,255,High-Value At-Risk
164173,15,21,153,2023-12-31,4,4,4,444,Champion / Loyal
164174,23,16,149,2023-12-31,4,4,4,444,Champion / Loyal
164175,12,10,30,2023-12-31,5,3,1,531,Average Purchaser
164176,20,16,113,2023-12-31,4,4,4,444,Champion / Loyal
164177,65,30,384,2023-12-31,3,5,5,355,Need Attention
164178,4,30,42,2023-12-31,3,1,2,312,Average Purchaser
164179,11,8,22,2023-12-31,5,3,1,531,Average Purchaser
164180,8,25,103,2023-12-31,3,3,3,333,Need Attention
164181,4,14,58,2023-12-31,4,1,2,412,New / Promising
164182,59,39,446,2023-12-31,2,5,5,255,High-Value At-Risk
164183,32,38,180,2023-12-31,2,5,4,254,High-Value At-Risk
164184,11,34,18,2023-12-31,3,3,1,331,Need Attention
164185,16,3,130,2023-12-31,5,4,4,544,Champion / Loyal
164186,5,13,28,2023-12-31,4,1,1,411,New / Promising
164187,13,46,50,2023-12-31,2,4,2,242,High-Value At-Risk
164188,27,9,255,2023-12-31,5,5,5,555,Champion / Loyal
164189,15,8,121,2023-12-31,5,4,4,544,Champion / Loyal
164190,6,46,38,2023-12-31,2,2,2,222,Low-Value / Lost
164191,6,47,37,2023-12-31,2,2,2,222,Low-Value / Lost
164192,9,12,47,2023-12-31,5,3,2,532,Average Purchaser
164193,11,30,52,2023-12-31,3,3,2,332,Need Attention
164194,54,48,608,2023-12-31,2,5,5,255,High-Value At-Risk
164195,4,24,56,2023-12-31,4,1,2,412,New / Promising
164196,38,6,174,2023-12-31,5,5,4,554,Champion / Loyal
164197,4,17,4,2023-12-31,4,1,1,411,New / Promising
164198,4,14,13,2023-12-31,4,1,1,411,New / Promising
164199,9,28,25,2023-12-31,3,3,1,331,Need Attention
164200,51,50,1113,2023-12-31,1,5,5,155,High-Value At-Risk
164201,6,20,58,2023-12-31,4,2,2,422,New / Promising
164202,9,31,31,2023-12-31,3,3,1,331,Need Attention
164203,26,57,436,2023-12-31,1,5,5,155,High-Value At-Risk
164204,7,56,80,2023-12-31,1,2,3,123,Average Purchaser
164205,5,26,63,2023-12-31,3,1,3,313,Need Attention
164206,13,55,77,2023-12-31,1,4,3,143,High-Value At-Risk
164207,14,38,86,2023-12-31,2,4,3,243,High-Value At-Risk
164208,35,4,254,2023-12-31,5,5,5,555,Champion / Loyal
164209,18,34,198,2023-12-31,3,4,4,344,Need Attention
164210,7,1,73,2023-12-31,5,2,3,523,New / Promising
164211,15,18,50,2023-12-31,4,4,2,442,Average Purchaser
164212,86,34,661,2023-12-31,3,5,5,355,Need Attention
164213,15,39,134,2023-12-31,2,4,4,244,High-Value At-Risk
164214,4,59,6,2023-12-31,1,1,1,111,Low-Value / Lost
164215,13,32,82,2023-12-31,3,4,3,343,Need Attention
164216,6,6,31,2023-12-31,5,2,1,521,New / Promising
164217,9,58,191,2023-12-31,1,3,4,134,High-Value At-Risk
164218,15,39,117,2023-12-31,2,4,4,244,High-Value At-Risk
164219,10,23,78,2023-12-31,4,3,3,433,Average Purchaser
164220,17,28,113,2023-12-31,3,4,4,344,Need Attention
164221,6,4,36,2023-12-31,5,2,2,522,New / Promising
164222,5,40,85,2023-12-31,2,1,3,213,Average Purchaser
164223,6,16,125,2023-12-31,4,2,4,424,New / Promising
164224,9,59,124,2023-12-31,1,3,4,134,High-Value At-Risk
164225,16,18,122,2023-12-31,4,4,4,444,Champion / Loyal
164226,4,0,43,2023-12-31,5,1,2,512,New / Promising
164227,18,32,249,2023-12-31,3,4,5,345,Need Attention
164228,4,51,3,2023-12-31,1,1,1,111,Low-Value / Lost
164229,7,22,46,2023-12-31,4,2,2,422,New / Promising
164230,11,57,66,2023-12-31,1,3,3,133,Average Purchaser
164231,7,55,30,2023-12-31,1,2,1,121,Low-Value / Lost
164232,4,22,7,2023-12-31,4,1,1,411,New / Promising
164233,5,57,20,2023-12-31,1,1,1,111,Low-Value / Lost
164234,7,14,45,2023-12-31,4,2,2,422,New / Promising
164235,4,42,27,2023-12-31,2,1,1,211,Low-Value / Lost
164236,17,26,142,2023-12-31,3,4,4,344,Need Attention
164237,24,18,433,2023-12-31,4,5,5,455,Champion / Loyal
164238,15,31,136,2023-12-31,3,4,4,344,Need Attention
164239,9,46,154,2023-12-31,2,3,4,234,High-Value At-Risk
164240,4,7,4,2023-12-31,5,1,1,511,New / Promising
164241,7,44,63,2023-12-31,2,2,3,223,Average Purchaser
164242,12,54,63,2023-12-31,1,3,3,133,Average Purchaser
164243,43,11,769,2023-12-31,5,5,5,555,Champion / Loyal
164244,9,18,85,2023-12-31,4,3,3,433,Average Purchaser
164245,8,49,66,2023-12-31,1,3,3,133,Average Purchaser
164246,13,35,183,2023-12-31,3,4,4,344,Need Attention
164247,13,35,50,2023-12-31,3,4,2,342,Need Attention
164248,6,25,6,2023-12-31,3,2,1,321,Average Purchaser
164249,4,35,35,2023-12-31,3,1,2,312,Average Purchaser
164250,4,27,25,2023-12-31,3,1,1,311,Average Purchaser
164251,6,39,25,2023-12-31,2,2,1,221,Low-Value / Lost
164252,26,35,222,2023-12-31,3,5,4,354,Need Attention
164253,11,18,79,2023-12-31,4,3,3,433,Average Purchaser
164254,41,26,349,2023-12-31,3,5,5,355,Need Attention
164255,27,45,384,2023-12-31,2,5,5,255,High-Value At-Risk
164256,12,52,91,2023-12-31,1,3,3,133,Average Purchaser
164257,18,17,102,2023-12-31,4,4,3,443,Average Purchaser
164258,21,23,215,2023-12-31,4,4,4,444,Champion / Loyal
164259,15,23,59,2023-12-31,4,4,2,442,Average Purchaser
164260,5,37,68,2023-12-31,2,1,3,213,Average Purchaser
164261,6,17,30,2023-12-31,4,2,1,421,New / Promising
164262,41,6,378,2023-12-31,5,5,5,555,Champion / Loyal
164263,9,31,15,2023-12-31,3,3,1,331,Need Attention
164264,7,11,64,2023-12-31,5,2,3,523,New / Promising
164265,7,49,129,2023-12-31,1,2,4,124,High-Value At-Risk
164266,7,37,62,2023-12-31,2,2,3,223,Average Purchaser
164267,9,26,10,2023-12-31,3,3,1,331,Need Attention
164268,4,17,10,2023-12-31,4,1,1,411,New / Promising
164269,11,26,67,2023-12-31,3,3,3,333,Need Attention
164270,14,21,79,2023-12-31,4,4,3,443,Average Purchaser
164271,34,57,280,2023-12-31,1,5,5,155,High-Value At-Risk
164272,37,27,115,2023-12-31,3,5,4,354,Need Attention
164273,5,27,28,2023-12-31,3,1,1,311,Average Purchaser
164274,53,54,411,2023-12-31,1,5,5,155,High-Value At-Risk
164275,18,59,211,2023-12-31,1,4,4,144,High-Value At-Risk
164276,6,12,63,2023-12-31,5,2,3,523,New / Promising
164277,25,0,312,2023-12-31,5,5,5,555,Champion / Loyal
164278,10,28,144,2023-12-31,3,3,4,334,Need Attention
164279,5,16,45,2023-12-31,4,1,2,412,New / Promising
164280,9,11,95,2023-12-31,5,3,3,533,Average Purchaser
164281,8,46,93,2023-12-31,2,3,3,233,Average Purchaser
164282,16,29,107,2023-12-31,3,4,3,343,Need Attention
164283,4,26,24,2023-12-31,3,1,1,311,Average Purchaser
164284,8,41,48,2023-12-31,2,3,2,232,Average Purchaser
164285,33,32,376,2023-12-31,3,5,5,355,Need Attention
164286,14,56,157,2023-12-31,1,4,4,144,High-Value At-Risk
164287,5,57,33,2023-12-31,1,1,2,112,Low-Value / Lost
164288,8,17,60,2023-12-31,4,3,2,432,Average Purchaser
164289,9,3,162,2023-12-31,5,3,4,534,Average Purchaser
164290,4,31,41,2023-12-31,3,1,2,312,Average Purchaser
164291,7,49,117,2023-12-31,1,2,4,124,High-Value At-Risk
164292,12,5,143,2023-12-31,5,3,4,534,Average Purchaser
164293,15,1,120,2023-12-31,5,4,4,544,Champion / Loyal
164294,5,3,29,2023-12-31,5,1,1,511,New / Promising
164295,7,35,15,2023-12-31,3,2,1,321,Average Purchaser
164296,6,58,78,2023-12-31,1,2,3,123,Average Purchaser
164297,12,46,127,2023-12-31,2,3,4,234,High-Value At-Risk
164298,10,43,42,2023-12-31,2,3,2,232,Average Purchaser
164299,5,54,29,2023-12-31,1,1,1,111,Low-Value / Lost
164300,4,35,13,2023-12-31,3,1,1,311,Average Purchaser
164301,10,16,60,2023-12-31,4,3,2,432,Average Purchaser
164302,6,4,66,2023-12-31,5,2,3,523,New / Promising
164303,5,58,38,2023-12-31,1,1,2,112,Low-Value / Lost
164304,73,50,805,2023-12-31,1,5,5,155,High-Value At-Risk
164305,19,38,153,2023-12-31,2,4,4,244,High-Value At-Risk
164306,13,55,127,2023-12-31,1,4,4,144,High-Value At-Risk
164307,14,8,225,2023-12-31,5,4,4,544,Champion / Loyal
164308,6,39,66,2023-12-31,2,2,3,223,Average Purchaser
164309,21,3,65,2023-12-31,5,4,3,543,Average Purchaser
164310,7,48,60,2023-12-31,2,2,2,222,Low-Value / Lost
164311,5,10,25,2023-12-31,5,1,1,511,New / Promising
164312,13,18,222,2023-12-31,4,4,4,444,Champion / Loyal
164313,4,59,7,2023-12-31,1,1,1,111,Low-Value / Lost
164314,6,45,47,2023-12-31,2,2,2,222,Low-Value / Lost
164315,6,5,26,2023-12-31,5,2,1,521,New / Promising
164316,4,31,21,2023-12-31,3,1,1,311,Average Purchaser
164317,46,26,831,2023-12-31,3,5,5,355,Need Attention
164318,6,26,69,2023-12-31,3,2,3,323,Need Attention
164319,12,30,295,2023-12-31,3,3,5,335,Need Attention
164320,4,37,4,2023-12-31,2,1,1,211,Low-Value / Lost
164321,5,1,33,2023-12-31,5,1,2,512,New / Promising
164322,11,32,126,2023-12-31,3,3,4,334,Need Attention
164323,6,6,54,2023-12-31,5,2,2,522,New / Promising
164324,5,39,11,2023-12-31,2,1,1,211,Low-Value / Lost
164325,13,5,162,2023-12-31,5,4,4,544,Champion / Loyal
164326,23,3,212,2023-12-31,5,4,4,544,Champion / Loyal
164327,4,31,27,2023-12-31,3,1,1,311,Average Purchaser
164328,8,49,28,2023-12-31,1,3,1,131,Average Purchaser
164329,20,32,130,2023-12-31,3,4,4,344,Need Attention
164330,15,34,132,2023-12-31,3,4,4,344,Need Attention
164331,4,54,12,2023-12-31,1,1,1,111,Low-Value / Lost
164332,8,25,57,2023-12-31,3,3,2,332,Need Attention
164333,21,26,201,2023-12-31,3,4,4,344,Need Attention
164334,40,24,492,2023-12-31,4,5,5,455,Champion / Loyal
164335,13,57,90,2023-12-31,1,4,3,143,High-Value At-Risk
164336,5,48,29,2023-12-31,2,1,1,211,Low-Value / Lost
164337,9,21,22,2023-12-31,4,3,1,431,Average Purchaser
164338,7,16,87,2023-12-31,4,2,3,423,New / Promising
164339,14,52,198,2023-12-31,1,4,4,144,High-Value At-Risk
164340,29,39,387,2023-12-31,2,5,5,255,High-Value At-Risk
164341,11,18,95,2023-12-31,4,3,3,433,Average Purchaser
164342,11,27,91,2023-12-31,3,3,3,333,Need Attention
164343,5,27,45,2023-12-31,3,1,2,312,Average Purchaser
164344,7,27,63,2023-12-31,3,2,3,323,Need Attention
164345,9,35,64,2023-12-31,3,3,3,333,Need Attention
164346,18,20,135,2023-12-31,4,4,4,444,Champion / Loyal
164347,5,9,53,2023-12-31,5,1,2,512,New / Promising
164348,5,56,29,2023-12-31,1,1,1,111,Low-Value / Lost
164349,10,7,91,2023-12-31,5,3,3,533,Average Purchaser
164350,22,51,372,2023-12-31,1,4,5,145,High-Value At-Risk
164351,12,11,79,2023-12-31,5,3,3,533,Average Purchaser
164352,6,25,29,2023-12-31,3,2,1,321,Average Purchaser
164353,9,7,49,2023-12-31,5,3,2,532,Average Purchaser
164354,10,44,104,2023-12-31,2,3,3,233,Average Purchaser
164355,4,53,18,2023-12-31,1,1,1,111,Low-Value / Lost
164356,11,9,58,2023-12-31,5,3,2,532,Average Purchaser
164357,10,2,184,2023-12-31,5,3,4,534,Average Purchaser
164358,9,31,173,2023-12-31,3,3,4,334,Need Attention
164359,39,33,454,2023-12-31,3,5,5,355,Need Attention
164360,21,49,186,2023-12-31,1,4,4,144,High-Value At-Risk
164361,13,59,84,2023-12-31,1,4,3,143,High-Value At-Risk
164362,7,40,63,2023-12-31,2,2,3,223,Average Purchaser
164363,5,47,144,2023-12-31,2,1,4,214,High-Value At-Risk
164364,18,39,237,2023-12-31,2,4,5,245,High-Value At-Risk
164365,26,40,159,2023-12-31,2,5,4,254,High-Value At-Risk
164366,5,15,47,2023-12-31,4,1,2,412,New / Promising
164367,34,2,192,2023-12-31,5,5,4,554,Champion / Loyal
164368,6,53,43,2023-12-31,1,2,2,122,Low-Value / Lost
164369,7,31,91,2023-12-31,3,2,3,323,Need Attention
164370,5,30,62,2023-12-31,3,1,3,313,Need Attention
164371,5,35,74,2023-12-31,3,1,3,313,Need Attention
164372,12,41,112,2023-12-31,2,3,3,233,Average Purchaser
164373,10,38,88,2023-12-31,2,3,3,233,Average Purchaser
164374,8,7,28,2023-12-31,5,3,1,531,Average Purchaser
164375,14,0,95,2023-12-31,5,4,3,543,Average Purchaser
164376,64,25,162,2023-12-31,3,5,4,354,Need Attention
164377,8,59,32,2023-12-31,1,3,1,131,Average Purchaser
164378,6,37,66,2023-12-31,2,2,3,223,Average Purchaser
164379,4,15,20,2023-12-31,4,1,1,411,New / Promising
164380,63,3,145,2023-12-31,5,5,4,554,Champion / Loyal
164381,4,20,15,2023-12-31,4,1,1,411,New / Promising
164382,6,37,13,2023-12-31,2,2,1,221,Low-Value / Lost
164383,21,49,211,2023-12-31,1,4,4,144,High-Value At-Risk
164384,13,4,39,2023-12-31,5,4,2,542,Average Purchaser
164385,6,2,18,2023-12-31,5,2,1,521,New / Promising
164386,11,58,106,2023-12-31,1,3,3,133,Average Purchaser
164387,15,21,181,2023-12-31,4,4,4,444,Champion / Loyal
164388,7,30,47,2023-12-31,3,2,2,322,Average Purchaser
164389,9,13,109,2023-12-31,4,3,3,433,Average Purchaser
164390,4,22,39,2023-12-31,4,1,2,412,New / Promising
164391,5,8,78,2023-12-31,5,1,3,513,New / Promising
164392,51,32,571,2023-12-31,3,5,5,355,Need Attention
164393,10,57,198,2023-12-31,1,3,4,134,High-Value At-Risk
164394,8,57,82,2023-12-31,1,3,3,133,Average Purchaser
164395,7,59,60,2023-12-31,1,2,2,122,Low-Value / Lost
164396,22,55,345,2023-12-31,1,4,5,145,High-Value At-Risk
164397,47,56,371,2023-12-31,1,5,5,155,High-Value At-Risk
164398,18,13,273,2023-12-31,4,4,5,445,Champion / Loyal
164399,47,46,372,2023-12-31,2,5,5,255,High-Value At-Risk
164400,5,13,49,2023-12-31,4,1,2,412,New / Promising
164401,18,18,75,2023-12-31,4,4,3,443,Average Purchaser
164402,8,41,112,2023-12-31,2,3,3,233,Average Purchaser
164403,9,56,64,2023-12-31,1,3,3,133,Average Purchaser
164404,36,48,284,2023-12-31,2,5,5,255,High-Value At-Risk
164405,11,39,107,2023-12-31,2,3,3,233,Average Purchaser
164406,9,52,136,2023-12-31,1,3,4,134,High-Value At-Risk
164407,10,33,65,2023-12-31,3,3,3,333,Need Attention
164408,16,16,144,2023-12-31,4,4,4,444,Champion / Loyal
164409,17,18,33,2023-12-31,4,4,2,442,Average Purchaser
164410,21,50,310,2023-12-31,1,4,5,145,High-Value At-Risk
164411,10,12,31,2023-12-31,5,3,1,531,Average Purchaser
164412,5,4,48,2023-12-31,5,1,2,512,New / Promising
164413,9,10,110,2023-12-31,5,3,3,533,Average Purchaser
164414,12,59,43,2023-12-31,1,3,2,132,Average Purchaser
164415,6,27,80,2023-12-31,3,2,3,323,Need Attention
164416,5,42,22,2023-12-31,2,1,1,211,Low-Value / Lost
164417,48,29,1384,2023-12-31,3,5,5,355,Need Attention
164418,6,23,31,2023-12-31,4,2,1,421,New / Promising
164419,55,32,505,2023-12-31,3,5,5,355,Need Attention
164420,12,5,353,2023-12-31,5,3,5,535,Average Purchaser
164421,54,32,914,2023-12-31,3,5,5,355,Need Attention
164422,19,56,284,2023-12-31,1,4,5,145,High-Value At-Risk
164423,4,7,59,2023-12-31,5,1,2,512,New / Promising
164424,5,31,75,2023-12-31,3,1,3,313,Need Attention
164425,9,20,59,2023-12-31,4,3,2,432,Average Purchaser
164426,23,2,104,2023-12-31,5,4,3,543,Average Purchaser
164427,4,24,8,2023-12-31,4,1,1,411,New / Promising
164428,4,11,28,2023-12-31,5,1,1,511,New / Promising
164429,8,45,28,2023-12-31,2,3,1,231,Average Purchaser
164430,10,56,75,2023-12-31,1,3,3,133,Average Purchaser
164431,5,7,39,2023-12-31,5,1,2,512,New / Promising
164432,10,21,133,2023-12-31,4,3,4,434,Average Purchaser
164433,9,32,41,2023-12-31,3,3,2,332,Need Attention
164434,16,16,99,2023-12-31,4,4,3,443,Average Purchaser
164435,11,55,55,2023-12-31,1,3,2,132,Average Purchaser
164436,8,50,134,2023-12-31,1,3,4,134,High-Value At-Risk
164437,17,55,279,2023-12-31,1,4,5,145,High-Value At-Risk
164438,6,43,78,2023-12-31,2,2,3,223,Average Purchaser
164439,4,49,13,2023-12-31,1,1,1,111,Low-Value / Lost
164440,6,16,36,2023-12-31,4,2,2,422,New / Promising
164441,10,43,54,2023-12-31,2,3,2,232,Average Purchaser
164442,6,46,31,2023-12-31,2,2,1,221,Low-Value / Lost
164443,4,33,33,2023-12-31,3,1,2,312,Average Purchaser
164444,32,6,228,2023-12-31,5,5,4,554,Champion / Loyal
164445,8,2,121,2023-12-31,5,3,4,534,Average Purchaser
164446,4,26,40,2023-12-31,3,1,2,312,Average Purchaser
164447,4,54,52,2023-12-31,1,1,2,112,Low-Value / Lost
164448,27,4,638,2023-12-31,5,5,5,555,Champion / Loyal
164449,6,56,42,2023-12-31,1,2,2,122,Low-Value / Lost
164450,13,32,57,2023-12-31,3,4,2,342,Need Attention
164451,4,28,5,2023-12-31,3,1,1,311,Average Purchaser
164452,4,46,15,2023-12-31,2,1,1,211,Low-Value / Lost
164453,25,18,154,2023-12-31,4,5,4,454,Champion / Loyal
164454,12,14,50,2023-12-31,4,3,2,432,Average Purchaser
164455,6,53,5,2023-12-31,1,2,1,121,Low-Value / Lost
164456,7,44,31,2023-12-31,2,2,1,221,Low-Value / Lost
164457,8,1,17,2023-12-31,5,3,1,531,Average Purchaser
164458,4,7,85,2023-12-31,5,1,3,513,New / Promising
164459,24,52,194,2023-12-31,1,5,4,154,High-Value At-Risk
164460,7,18,56,2023-12-31,4,2,2,422,New / Promising
164461,10,18,25,2023-12-31,4,3,1,431,Average Purchaser
164462,29,39,414,2023-12-31,2,5,5,255,High-Value At-Risk
164463,6,53,38,2023-12-31,1,2,2,122,Low-Value / Lost
164464,8,53,24,2023-12-31,1,3,1,131,Average Purchaser
164465,74,8,1170,2023-12-31,5,5,5,555,Champion / Loyal
164466,21,52,104,2023-12-31,1,4,3,143,High-Value At-Risk
164467,17,21,193,2023-12-31,4,4,4,444,Champion / Loyal
164468,6,4,56,2023-12-31,5,2,2,522,New / Promising
164469,100,32,711,2023-12-31,3,5,5,355,Need Attention
164470,12,45,99,2023-12-31,2,3,3,233,Average Purchaser
164471,46,47,600,2023-12-31,2,5,5,255,High-Value At-Risk
164472,5,38,86,2023-12-31,2,1,3,213,Average Purchaser
164473,12,40,211,2023-12-31,2,3,4,234,High-Value At-Risk
164474,6,30,33,2023-12-31,3,2,2,322,Average Purchaser
164475,11,19,63,2023-12-31,4,3,3,433,Average Purchaser
164476,11,44,271,2023-12-31,2,3,5,235,High-Value At-Risk
164477,11,59,109,2023-12-31,1,3,3,133,Average Purchaser
164478,6,26,24,2023-12-31,3,2,1,321,Average Purchaser
164479,17,58,60,2023-12-31,1,4,2,142,High-Value At-Risk
164480,5,43,31,2023-12-31,2,1,1,211,Low-Value / Lost
164481,6,4,25,2023-12-31,5,2,1,521,New / Promising
164482,36,55,245,2023-12-31,1,5,5,155,High-Value At-Risk
164483,6,15,90,2023-12-31,4,2,3,423,New / Promising
164484,11,8,160,2023-12-31,5,3,4,534,Average Purchaser
164485,42,26,339,2023-12-31,3,5,5,355,Need Attention
164486,6,8,80,2023-12-31,5,2,3,523,New / Promising
164487,5,24,58,2023-12-31,4,1,2,412,New / Promising
164488,7,56,48,2023-12-31,1,2,2,122,Low-Value / Lost
164489,6,27,39,2023-12-31,3,2,2,322,Average Purchaser
164490,4,10,42,2023-12-31,5,1,2,512,New / Promising
164491,13,24,58,2023-12-31,4,4,2,442,Average Purchaser
164492,20,5,269,2023-12-31,5,4,5,545,Champion / Loyal
164493,9,51,35,2023-12-31,1,3,2,132,Average Purchaser
164494,23,21,210,2023-12-31,4,4,4,444,Champion / Loyal
164495,35,39,167,2023-12-31,2,5,4,254,High-Value At-Risk
164496,20,40,158,2023-12-31,2,4,4,244,High-Value At-Risk
164497,4,14,14,2023-12-31,4,1,1,411,New / Promising
164498,4,9,56,2023-12-31,5,1,2,512,New / Promising
164499,7,6,75,2023-12-31,5,2,3,523,New / Promising
164500,10,56,9,2023-12-31,1,3,1,131,Average Purchaser
164501,11,28,162,2023-12-31,3,3,4,334,Need Attention
164502,7,57,91,2023-12-31,1,2,3,123,Average Purchaser
164503,14,51,28,2023-12-31,1,4,1,141,High-Value At-Risk
164504,14,29,186,2023-12-31,3,4,4,344,Need Attention
164505,9,52,71,2023-12-31,1,3,3,133,Average Purchaser
164506,5,49,27,2023-12-31,1,1,1,111,Low-Value / Lost
164507,6,34,81,2023-12-31,3,2,3,323,Need Attention
164508,16,48,229,2023-12-31,2,4,4,244,High-Value At-Risk
164509,4,14,41,2023-12-31,4,1,2,412,New / Promising
164510,20,45,189,2023-12-31,2,4,4,244,High-Value At-Risk
164511,7,38,61,2023-12-31,2,2,2,222,Low-Value / Lost
164512,22,13,91,2023-12-31,4,4,3,443,Average Purchaser
164513,8,26,76,2023-12-31,3,3,3,333,Need Attention
164514,14,6,104,2023-12-31,5,4,3,543,Average Purchaser
164515,5,7,5,2023-12-31,5,1,1,511,New / Promising
164516,5,16,29,2023-12-31,4,1,1,411,New / Promising
164517,53,17,144,2023-12-31,4,5,4,454,Champion / Loyal
164518,7,44,56,2023-12-31,2,2,2,222,Low-Value / Lost
164519,4,50,45,2023-12-31,1,1,2,112,Low-Value / Lost
164520,4,57,41,2023-12-31,1,1,2,112,Low-Value / Lost
164521,33,44,486,2023-12-31,2,5,5,255,High-Value At-Risk
164522,7,41,13,2023-12-31,2,2,1,221,Low-Value / Lost
164523,26,39,270,2023-12-31,2,5,5,255,High-Value At-Risk
164524,7,16,103,2023-12-31,4,2,3,423,New / Promising
164525,4,0,53,2023-12-31,5,1,2,512,New / Promising
164526,17,16,67,2023-12-31,4,4,3,443,Average Purchaser
164527,9,47,112,2023-12-31,2,3,3,233,Average Purchaser
164528,8,48,39,2023-12-31,2,3,2,232,Average Purchaser
164529,9,7,82,2023-12-31,5,3,3,533,Average Purchaser
164530,18,56,110,2023-12-31,1,4,3,143,High-Value At-Risk
164531,21,33,129,2023-12-31,3,4,4,344,Need Attention
164532,4,51,15,2023-12-31,1,1,1,111,Low-Value / Lost
164533,14,36,28,2023-12-31,3,4,1,341,Need Attention
164534,6,39,22,2023-12-31,2,2,1,221,Low-Value / Lost
164535,6,58,35,2023-12-31,1,2,2,122,Low-Value / Lost
164536,10,33,72,2023-12-31,3,3,3,333,Need Attention
164537,11,55,21,2023-12-31,1,3,1,131,Average Purchaser
164538,5,17,17,2023-12-31,4,1,1,411,New / Promising
164539,13,4,158,2023-12-31,5,4,4,544,Champion / Loyal
164540,4,56,5,2023-12-31,1,1,1,111,Low-Value / Lost
164541,20,35,320,2023-12-31,3,4,5,345,Need Attention
164542,99,0,843,2023-12-31,5,5,5,555,Champion / Loyal
164543,4,41,43,2023-12-31,2,1,2,212,Low-Value / Lost
164544,10,7,134,2023-12-31,5,3,4,534,Average Purchaser
164545,5,58,29,2023-12-31,1,1,1,111,Low-Value / Lost
164546,4,15,4,2023-12-31,4,1,1,411,New / Promising
164547,9,50,81,2023-12-31,1,3,3,133,Average Purchaser
164548,6,39,33,2023-12-31,2,2,2,222,Low-Value / Lost
164549,4,5,10,2023-12-31,5,1,1,511,New / Promising
164550,13,13,43,2023-12-31,4,4,2,442,Average Purchaser
164551,13,11,98,2023-12-31,5,4,3,543,Average Purchaser
164552,4,44,36,2023-12-31,2,1,2,212,Low-Value / Lost
164553,37,9,476,2023-12-31,5,5,5,555,Champion / Loyal
164554,4,46,27,2023-12-31,2,1,1,211,Low-Value / Lost
164555,8,17,16,2023-12-31,4,3,1,431,Average Purchaser
164556,6,20,59,2023-12-31,4,2,2,422,New / Promising
164557,4,9,40,2023-12-31,5,1,2,512,New / Promising
164558,18,11,426,2023-12-31,5,4,5,545,Champion / Loyal
164559,6,18,71,2023-12-31,4,2,3,423,New / Promising
164560,5,14,53,2023-12-31,4,1,2,412,New / Promising
164561,18,25,120,2023-12-31,3,4,4,344,Need Attention
164562,11,14,44,2023-12-31,4,3,2,432,Average Purchaser
164563,15,20,128,2023-12-31,4,4,4,444,Champion / Loyal
164564,11,44,107,2023-12-31,2,3,3,233,Average Purchaser
164565,7,46,32,2023-12-31,2,2,1,221,Low-Value / Lost
164566,10,3,24,2023-12-31,5,3,1,531,Average Purchaser
164567,10,28,106,2023-12-31,3,3,3,333,Need Attention
164568,7,21,32,2023-12-31,4,2,1,421,New / Promising
164569,9,10,47,2023-12-31,5,3,2,532,Average Purchaser
164570,6,10,95,2023-12-31,5,2,3,523,New / Promising
164571,9,20,49,2023-12-31,4,3,2,432,Average Purchaser
164572,5,1,91,2023-12-31,5,1,3,513,New / Promising
164573,21,19,177,2023-12-31,4,4,4,444,Champion / Loyal
164574,16,46,157,2023-12-31,2,4,4,244,High-Value At-Risk
164575,12,49,117,2023-12-31,1,3,4,134,High-Value At-Risk
164576,8,52,89,2023-12-31,1,3,3,133,Average Purchaser
164577,4,19,11,2023-12-31,4,1,1,411,New / Promising
